what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720809543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720813080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720817873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720824819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720871808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1389720871823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720896271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720897653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720920386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720921221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1389720921242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389720921530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720928258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720940381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720945676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720946125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720947743
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389720949314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389720992343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389720992820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721030360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721044648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721047478
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389721051128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721054573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1389721054600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721059497
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389721064284
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389721094997
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389721106181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721123667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721132960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721133221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721134815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721134997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721154583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721157632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721159663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721184305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721185027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721192075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721197978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721222850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721238862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721240656
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389721243669
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389721246828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721250511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721259136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721273080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721280597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721283048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721290755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721308241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721310150
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1389721311265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721320020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721338477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389721349383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389721351448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721354592
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1389721356777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1389721357353
error,log,,,"Unexpected runtime error while computing a text hover",1389721358777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721363282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721364932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721376663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389721379899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389721395868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722802164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722808425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722914132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722918286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722924252
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1389722928390
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389722929078
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389722933686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722936240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722940189
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1389722949177
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1389722949356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389722950189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722950619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722954484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722976723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722979065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722983727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389722986847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723034391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723035433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723036539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723040648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723097749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723136084
error,log,,,"Unexpected runtime error while computing a text hover",1389723136655
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389723138447
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1389723143852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723215633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389723220638
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389723223550
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1389723232120
